"EUR","2010","Q3","0.833178"
"EUR","2010","Q4","0.859437"
"EUR","2011","Q1","0.853799666666667"
"EUR","2011","Q2","0.882182666666667"
"EUR","2011","Q3","0.877522"
"EUR","2011","Q4","0.857318333333333"
"EUR","2012","Q1","0.834456666666667"
"EUR","2012","Q2","0.81112"
"EUR","2012","Q3","0.791883"
"EUR","2012","Q4","0.807967"
"EUR","2013","Q1","0.851575333333333"
"EUR","2013","Q2","0.850434"
"EUR","2013","Q3","0.854288666666667"
"EUR","2013","Q4","0.840921333333333"
"EUR","2014","Q1","0.827821333333333"
"EUR","2014","Q2","0.814756"
"EUR","2014","Q3","0.793713666666667"
"EUR","2014","Q4","0.788907666666667"
"EUR","2015","Q1","0.743364333333333"
"EUR","2015","Q2","0.722162666666667"
"EUR","2015","Q3","0.718213"
"EUR","2015","Q4","0.721846"
"HKD","2006","Q1","0.0735483333333333"
"HKD","2006","Q2","0.070598"
"HKD","2006","Q3","0.068584"
"HKD","2006","Q4","0.067088"
"HKD","2007","Q1","0.0655306666666667"
"HKD","2007","Q2","0.0644276666666667"
"HKD","2007","Q3","0.0633753333333333"
"HKD","2007","Q4","0.0629473333333333"
"HKD","2008","Q1","0.0648746666666667"
"HKD","2008","Q2","0.0650143333333333"
"HKD","2008","Q3","0.0679246666666667"
"HKD","2008","Q4","0.0824936666666667"
"HKD","2009","Q1","0.0898196666666667"
"HKD","2009","Q2","0.083389"
"HKD","2009","Q3","0.0786496666666667"
"HKD","2009","Q4","0.0790236666666667"
"HKD","2010","Q1","0.0826523333333333"
"HKD","2010","Q2","0.0862136666666667"
"HKD","2010","Q3","0.0830026666666667"
"HKD","2010","Q4","0.0814853333333333"
"HKD","2011","Q1","0.08017"
"HKD","2011","Q2","0.0788343333333333"
"HKD","2011","Q3","0.0796806666666667"
"HKD","2011","Q4","0.081761"
"HKD","2012","Q1","0.082013"
"HKD","2012","Q2","0.081431"
"HKD","2012","Q3","0.0815786666666667"
"HKD","2012","Q4","0.080356"
"HKD","2013","Q1","0.083148"
"HKD","2013","Q2","0.0839013333333333"
"HKD","2013","Q3","0.083151"
"HKD","2013","Q4","0.0796743333333333"
"HKD","2014","Q1","0.0778673333333333"
"HKD","2014","Q2","0.076633"
"HKD","2014","Q3","0.077332"
"HKD","2014","Q4","0.081498"
"HKD","2015","Q1","0.0851346666666667"
"HKD","2015","Q2","0.0841993333333333"
"HKD","2015","Q3","0.0833013333333333"
"HKD","2015","Q4","0.0850723333333333"
"HUF","2006","Q1","0.00269833333333333"
"HUF","2006","Q2","0.00258066666666667"
"HUF","2006","Q3","0.00246766666666667"
"HUF","2006","Q4","0.00259166666666667"
"HUF","2007","Q1","0.00265866666666667"
"HUF","2007","Q2","0.00273566666666667"
"HUF","2007","Q3","0.002702"
"HUF","2007","Q4","0.00280366666666667"
"HUF","2008","Q1","0.00291933333333333"
"HUF","2008","Q2","0.00319966666666667"
"HUF","2008","Q3","0.003369"
"HUF","2008","Q4","0.003195"
"HUF","2009","Q1","0.00309133333333333"
"HUF","2009","Q2","0.003083"
"HUF","2009","Q3","0.003216"
"HUF","2009","Q4","0.003337"
"HUF","2010","Q1","0.0033"
"HUF","2010","Q2","0.00311333333333333"
"HUF","2010","Q3","0.00295333333333333"
"HUF","2010","Q4","0.00311733333333333"
"HUF","2011","Q1","0.00313433333333333"
"HUF","2011","Q2","0.003312"
"HUF","2011","Q3","0.00319633333333333"
"HUF","2011","Q4","0.002824"
"HUF","2012","Q1","0.00281466666666667"
"HUF","2012","Q2","0.00275866666666667"
"HUF","2012","Q3","0.00280033333333333"
"HUF","2012","Q4","0.00284966666666667"
"HUF","2013","Q1","0.00287466666666667"
"HUF","2013","Q2","0.00287666666666667"
"HUF","2013","Q3","0.00286833333333333"
"HUF","2013","Q4","0.00282733333333333"
"HUF","2014","Q1","0.00269033333333333"
"HUF","2014","Q2","0.00266333333333333"
"HUF","2014","Q3","0.00254166666666667"
"HUF","2014","Q4","0.00255566666666667"
"HUF","2015","Q1","0.00240866666666667"
"HUF","2015","Q2","0.00235966666666667"
"HUF","2015","Q3","0.00230166666666667"
"HUF","2015","Q4","0.00230866666666667"
"IDR","2006","Q1","6.16666666666667e-05"
"IDR","2006","Q2","6e-05"
"IDR","2006","Q3","5.83333333333333e-05"
"IDR","2006","Q4","5.7e-05"
"IDR","2007","Q1","5.6e-05"
"IDR","2007","Q2","5.6e-05"
"IDR","2007","Q3","5.33333333333333e-05"
"IDR","2007","Q4","5.3e-05"
"IDR","2008","Q1","5.46666666666667e-05"
"IDR","2008","Q2","5.5e-05"
"IDR","2008","Q3","5.73333333333333e-05"
"IDR","2008","Q4","5.83333333333333e-05"
"IDR","2009","Q1","6e-05"
"IDR","2009","Q2","6.1e-05"
"IDR","2009","Q3","6.1e-05"
"IDR","2009","Q4","6.46666666666667e-05"
"IDR","2010","Q1","6.96666666666667e-05"
"IDR","2010","Q2","7.33333333333333e-05"
"IDR","2010","Q3","7.16666666666667e-05"
"IDR","2010","Q4","7.06666666666667e-05"
"IDR","2011","Q1","7.03333333333333e-05"
"IDR","2011","Q2","7.13333333333333e-05"
"IDR","2011","Q3","7.26666666666667e-05"
"IDR","2011","Q4","7.1e-05"
"IDR","2012","Q1","7e-05"
"IDR","2012","Q2","6.8e-05"
"IDR","2012","Q3","6.66666666666667e-05"
"IDR","2012","Q4","6.46666666666667e-05"
"IDR","2013","Q1","6.66666666666667e-05"
"IDR","2013","Q2","6.63333333333333e-05"
"IDR","2013","Q3","6.06666666666667e-05"
"IDR","2013","Q4","5.36666666666667e-05"
"IDR","2014","Q1","5.13333333333333e-05"
"IDR","2014","Q2","5.13333333333333e-05"
"IDR","2014","Q3","5.06666666666667e-05"
"IDR","2014","Q4","5.13333333333333e-05"
"IDR","2015","Q1","5.16666666666667e-05"
"IDR","2015","Q2","4.96666666666667e-05"
"IDR","2015","Q3","4.66666666666667e-05"
"IDR","2015","Q4","4.76666666666667e-05"
"ILS","2006","Q1","0.122178"
"ILS","2006","Q2","0.121487"
"ILS","2006","Q3","0.121592"
"ILS","2006","Q4","0.122621333333333"
"ILS","2007","Q1","0.121422666666667"
"ILS","2007","Q2","0.123174666666667"
"ILS","2007","Q3","0.118140666666667"
"ILS","2007","Q4","0.124199333333333"
"ILS","2008","Q1","0.139615666666667"
"ILS","2008","Q2","0.148376666666667"
"ILS","2008","Q3","0.151937333333333"
"ILS","2008","Q4","0.167847"
"ILS","2009","Q1","0.171797666666667"
"ILS","2009","Q2","0.158894"
"ILS","2009","Q3","0.159333666666667"
"ILS","2009","Q4","0.162661"
"ILS","2010","Q1","0.171702666666667"
"ILS","2010","Q2","0.177195333333333"
"ILS","2010","Q3","0.170067333333333"
"ILS","2010","Q4","0.174792"
"ILS","2011","Q1","0.173247333333333"
"ILS","2011","Q2","0.178390666666667"
"ILS","2011","Q3","0.175057333333333"
"ILS","2011","Q4","0.170855"
"ILS","2012","Q1","0.168802"
"ILS","2012","Q2","0.165399666666667"
"ILS","2012","Q3","0.158956333333333"
"ILS","2012","Q4","0.162073333333333"
"ILS","2013","Q1","0.174160666666667"
"ILS","2013","Q2","0.179467333333333"
"ILS","2013","Q3","0.180032666666667"
"ILS","2013","Q4","0.17527"
"ILS","2014","Q1","0.172823333333333"
"ILS","2014","Q2","0.171510666666667"
"ILS","2014","Q3","0.17033"
"ILS","2014","Q4","0.16499"
"ILS","2015","Q1","0.167235666666667"
"ILS","2015","Q2","0.168536"
"ILS","2015","Q3","0.167873"
"ILS","2015","Q4","0.170091666666667"
"INR","2006","Q1","0.0128823333333333"
"INR","2006","Q2","0.0120783333333333"
"INR","2006","Q3","0.0115153333333333"
"INR","2006","Q4","0.0116206666666667"
"INR","2007","Q1","0.0116116666666667"
"INR","2007","Q2","0.0122566666666667"
"INR","2007","Q3","0.0122366666666667"
