currency,days,month,rate,year
TWD,31,Jul,0.014963,2007.0
TWD,31,Aug,0.015050,2007.0
TWD,30,Sep,0.014975,2007.0
TWD,31,Oct,0.015001,2007.0
TWD,30,Nov,0.014938,2007.0
TWD,31,Dec,0.015309,2007.0
TWD,31,Jan,0.015695,2008.0
TWD,29,Feb,0.016090,2008.0
TWD,31,Mar,0.016335,2008.0
TWD,30,Apr,0.016603,2008.0
TWD,31,May,0.016636,2008.0
TWD,30,Jun,0.016726,2008.0
TWD,31,Jul,0.016534,2008.0
TWD,31,Aug,0.016982,2008.0
TWD,30,Sep,0.017369,2008.0
TWD,31,Oct,0.018110,2008.0
TWD,30,Nov,0.019697,2008.0
TWD,31,Dec,0.020349,2008.0
TWD,31,Jan,0.020720,2009.0
TWD,28,Feb,0.020224,2009.0
TWD,31,Mar,0.020553,2009.0
TWD,30,Apr,0.020186,2009.0
TWD,31,May,0.019747,2009.0
TWD,30,Jun,0.018621,2009.0
TWD,31,Jul,0.018578,2009.0
TWD,31,Aug,0.018409,2009.0
TWD,30,Sep,0.018810,2009.0
TWD,31,Oct,0.019107,2009.0
TWD,30,Nov,0.018640,2009.0
TWD,31,Dec,0.019122,2009.0
TWD,31,Jan,0.019416,2010.0
TWD,28,Feb,0.019987,2010.0
TWD,31,Mar,0.020844,2010.0
TWD,30,Apr,0.020703,2010.0
TWD,31,May,0.021398,2010.0
TWD,30,Jun,0.021017,2010.0
TWD,31,Jul,0.020355,2010.0
TWD,31,Aug,0.020025,2010.0
TWD,30,Sep,0.020259,2010.0
TWD,31,Oct,0.020440,2010.0
TWD,30,Nov,0.020647,2010.0
TWD,31,Dec,0.021439,2010.0
TWD,31,Jan,0.021766,2011.0
TWD,28,Feb,0.021160,2011.0
TWD,31,Mar,0.020973,2011.0
TWD,30,Apr,0.021052,2011.0
TWD,31,May,0.021283,2011.0
TWD,30,Jun,0.021385,2011.0
TWD,31,Jul,0.021447,2011.0
TWD,31,Aug,0.021097,2011.0
TWD,30,Sep,0.021332,2011.0
TWD,31,Oct,0.020935,2011.0
TWD,30,Nov,0.020917,2011.0
TWD,31,Dec,0.021202,2011.0
CNY,31,Jan,0.070205,2006.0
CNY,28,Feb,0.071069,2006.0
CNY,31,Mar,0.071361,2006.0
CNY,30,Apr,0.070603,2006.0
CNY,31,May,0.066782,2006.0
CNY,30,Jun,0.067714,2006.0
CNY,31,Jul,0.067791,2006.0
CNY,31,Aug,0.066240,2006.0
CNY,30,Sep,0.066866,2006.0
CNY,31,Oct,0.067470,2006.0
CNY,30,Nov,0.066537,2006.0
CNY,31,Dec,0.065143,2006.0
CNY,31,Jan,0.065552,2007.0
CNY,28,Feb,0.065891,2007.0
CNY,31,Mar,0.066359,2007.0
CNY,30,Apr,0.065139,2007.0
CNY,31,May,0.065672,2007.0
CNY,30,Jun,0.065984,2007.0
CNY,31,Jul,0.064924,2007.0
CNY,31,Aug,0.065639,2007.0
CNY,30,Sep,0.065822,2007.0
CNY,31,Oct,0.065198,2007.0
CNY,30,Nov,0.065100,2007.0
CNY,31,Dec,0.067367,2007.0
CNY,31,Jan,0.070095,2008.0
CNY,29,Feb,0.071070,2008.0
CNY,31,Mar,0.070648,2008.0
CNY,30,Apr,0.072043,2008.0
CNY,31,May,0.072943,2008.0
CNY,30,Jun,0.073661,2008.0
CNY,31,Jul,0.073535,2008.0
CNY,31,Aug,0.077417,2008.0
CNY,30,Sep,0.081231,2008.0
CNY,31,Oct,0.086550,2008.0
CNY,30,Nov,0.095470,2008.0
CNY,31,Dec,0.098383,2008.0
CNY,31,Jan,0.101113,2009.0
CNY,28,Feb,0.101356,2009.0
CNY,31,Mar,0.103169,2009.0
CNY,30,Apr,0.099467,2009.0
CNY,31,May,0.094921,2009.0
CNY,30,Jun,0.089410,2009.0
CNY,31,Jul,0.089460,2009.0
CNY,31,Aug,0.088508,2009.0
CNY,30,Sep,0.089699,2009.0
CNY,31,Oct,0.090465,2009.0
CNY,30,Nov,0.088307,2009.0
CNY,31,Dec,0.090332,2009.0
CNY,31,Jan,0.090698,2010.0
CNY,28,Feb,0.093933,2010.0
CNY,31,Mar,0.097258,2010.0
CNY,30,Apr,0.095557,2010.0
CNY,31,May,0.099818,2010.0
CNY,30,Jun,0.099389,2010.0
CNY,31,Jul,0.096494,2010.0
CNY,31,Aug,0.094095,2010.0
CNY,30,Sep,0.095191,2010.0
CNY,31,Oct,0.094450,2010.0
CNY,30,Nov,0.094189,2010.0
CNY,31,Dec,0.096418,2010.0
CNY,31,Jan,0.096059,2011.0
CNY,28,Feb,0.094287,2011.0
CNY,31,Mar,0.094254,2011.0
CNY,30,Apr,0.093539,2011.0
CNY,31,May,0.094172,2011.0
CNY,30,Jun,0.095233,2011.0
CNY,31,Jul,0.095776,2011.0
CNY,31,Aug,0.095451,2011.0
CNY,30,Sep,0.099078,2011.0
CNY,31,Oct,0.099451,2011.0
CNY,30,Nov,0.099519,2011.0
CNY,31,Dec,0.101119,2011.0
CNY,31,Jan,0.102095,2012.0
CNY,29,Feb,0.100395,2012.0
CNY,31,Mar,0.100124,2012.0
CNY,30,Apr,0.099113,2012.0
CNY,31,May,0.099423,2012.0
CNY,30,Jun,0.101016,2012.0
CNY,31,Jul,0.100570,2012.0
CNY,31,Aug,0.100012,2012.0
CNY,30,Sep,0.098206,2012.0
CNY,31,Oct,0.099155,2012.0
CNY,30,Nov,0.100417,2012.0
CNY,31,Dec,0.099418,2012.0
CNY,31,Jan,0.100632,2013.0
CNY,28,Feb,0.103541,2013.0
CNY,31,Mar,0.106605,2013.0
CNY,30,Apr,0.105550,2013.0
CNY,31,May,0.106456,2013.0
CNY,30,Jun,0.105354,2013.0
CNY,31,Jul,0.107407,2013.0
CNY,31,Aug,0.105367,2013.0
CNY,30,Sep,0.102995,2013.0
CNY,31,Oct,0.101823,2013.0
CNY,30,Nov,0.101904,2013.0
CNY,31,Dec,0.100544,2013.0
CNY,31,Jan,0.100373,2014.0
CNY,28,Feb,0.099349,2014.0
CNY,31,Mar,0.097407,2014.0
CNY,30,Apr,0.095941,2014.0
CNY,31,May,0.095180,2014.0
CNY,30,Jun,0.094902,2014.0
CNY,31,Jul,0.094471,2014.0
CNY,31,Aug,0.097303,2014.0
CNY,30,Sep,0.099954,2014.0
CNY,31,Oct,0.101588,2014.0
CNY,30,Nov,0.103513,2014.0
CNY,31,Dec,0.103303,2014.0
CNY,31,Jan,0.106105,2015.0
CNY,28,Feb,0.104366,2015.0
CNY,31,Mar,0.107160,2015.0
CNY,30,Apr,0.107984,2015.0
CNY,31,May,0.104370,2015.0
CNY,30,Jun,0.103412,2015.0
CNY,31,Jul,0.103532,2015.0
CNY,31,Aug,0.101407,2015.0
CNY,30,Sep,0.102419,2015.0
CNY,31,Oct,0.102699,2015.0
CNY,30,Nov,0.103407,2015.0
CNY,31,Dec,0.103422,2015.0
CNY,31,Jan,0.105687,2016.0
CNY,29,Feb,0.106757,2016.0
CNY,31,Mar,0.107863,2016.0
CNY,30,Apr,0.107913,2016.0
CNY,31,May,0.105464,2016.0
CNY,30,Jun,0.106995,2016.0
CNY,31,Jul,0.113965,2016.0
CNY,31,Aug,0.114885,2016.0
CNY,30,Sep,0.114009,2016.0
CNY,31,Oct,0.120326,2016.0
CNY,4,Nov,0.119468,2016.0
JPY,31,Jan,0.004898,2006.0
JPY,28,Feb,0.004853,2006.0
JPY,31,Mar,0.004890,2006.0
JPY,30,Apr,0.004834,2006.0
JPY,31,May,0.004788,2006.0
JPY,30,Jun,0.004733,2006.0
JPY,31,Jul,0.004688,2006.0
JPY,31,Aug,0.004556,2006.0
JPY,30,Sep,0.004527,2006.0
JPY,31,Oct,0.004493,2006.0
JPY,30,Nov,0.004461,2006.0
JPY,31,Dec,0.004338,2006.0
JPY,31,Jan,0.004243,2007.0
JPY,28,Feb,0.004234,2007.0
JPY,31,Mar,0.004377,2007.0
JPY,30,Apr,0.004230,2007.0
JPY,31,May,0.004172,2007.0
JPY,30,Jun,0.004104,2007.0
JPY,31,Jul,0.004049,2007.0
JPY,31,Aug,0.004259,2007.0
JPY,30,Sep,0.004305,2007.0
JPY,31,Oct,0.004221,2007.0
JPY,30,Nov,0.004350,2007.0
JPY,31,Dec,0.004409,2007.0
JPY,31,Jan,0.004708,2008.0
JPY,29,Feb,0.004756,2008.0
JPY,31,Mar,0.004958,2008.0
JPY,30,Apr,0.004913,2008.0
JPY,31,May,0.004878,2008.0
JPY,30,Jun,0.004757,2008.0
JPY,31,Jul,0.004705,2008.0
JPY,31,Aug,0.004850,2008.0
JPY,30,Sep,0.005203,2008.0
JPY,31,Oct,0.005911,2008.0
JPY,30,Nov,0.006727,2008.0
JPY,31,Dec,0.007395,2008.0
JPY,31,Jan,0.007656,2009.0
JPY,28,Feb,0.007464,2009.0
JPY,31,Mar,0.007215,2009.0
JPY,30,Apr,0.006864,2009.0
JPY,31,May,0.006712,2009.0
JPY,30,Jun,0.006314,2009.0
JPY,31,Jul,0.006477,2009.0
JPY,31,Aug,0.006370,2009.0
JPY,30,Sep,0.006709,2009.0
JPY,31,Oct,0.006832,2009.0
JPY,30,Nov,0.006768,2009.0
JPY,31,Dec,0.006847,2009.0
JPY,31,Jan,0.006790,2010.0
JPY,28,Feb,0.007122,2010.0
JPY,31,Mar,0.007315,2010.0
JPY,30,Apr,0.006980,2010.0
JPY,31,May,0.007418,2010.0
JPY,30,Jun,0.007463,2010.0
JPY,31,Jul,0.007473,2010.0
JPY,31,Aug,0.007472,2010.0
JPY,30,Sep,0.007605,2010.0
JPY,31,Oct,0.007707,2010.0
JPY,30,Nov,0.007582,2010.0
JPY,31,Dec,0.007699,2010.0
JPY,31,Jan,0.007676,2011.0
JPY,28,Feb,0.007509,2011.0
JPY,31,Mar,0.007582,2011.0
JPY,30,Apr,0.007341,2011.0
JPY,31,May,0.007547,2011.0
JPY,30,Jun,0.007673,2011.0
JPY,31,Jul,0.007802,2011.0
JPY,31,Aug,0.007940,2011.0
JPY,30,Sep,0.008239,2011.0
JPY,31,Oct,0.008273,2011.0
JPY,30,Nov,0.008161,2011.0
JPY,31,Dec,0.008247,2011.0
JPY,31,Jan,0.008379,2012.0
JPY,29,Feb,0.008049,2012.0
JPY,31,Mar,0.007660,2012.0
JPY,30,Apr,0.007688,2012.0
JPY,31,May,0.007890,2012.0
JPY,30,Jun,0.008109,2012.0
JPY,31,Jul,0.008114,2012.0
JPY,31,Aug,0.008083,2012.0
JPY,30,Sep,0.007942,2012.0
JPY,31,Oct,0.007875,2012.0
JPY,30,Nov,0.007734,2012.0
JPY,31,Dec,0.007397,2012.0
JPY,31,Jan,0.007023,2013.0
JPY,28,Feb,0.006936,2013.0
JPY,31,Mar,0.006994,2013.0
JPY,30,Apr,0.006669,2013.0
JPY,31,May,0.006473,2013.0
JPY,30,Jun,0.006636,2013.0
JPY,31,Jul,0.006610,2013.0
JPY,31,Aug,0.006593,2013.0
JPY,30,Sep,0.006359,2013.0
JPY,31,Oct,0.006356,2013.0
JPY,30,Nov,0.006201,2013.0
JPY,31,Dec,0.005897,2013.0
KRW,31,Jan,0.000575,2006.0
KRW,28,Feb,0.000589,2006.0
KRW,31,Mar,0.000589,2006.0
KRW,30,Apr,0.000593,2006.0
KRW,31,May,0.000568,2006.0
KRW,30,Jun,0.000568,2006.0
KRW,31,Jul,0.000570,2006.0
KRW,31,Aug,0.000549,2006.0
KRW,30,Sep,0.000557,2006.0
KRW,31,Oct,0.000559,2006.0
KRW,30,Nov,0.000559,2006.0
KRW,31,Dec,0.000550,2006.0
KRW,31,Jan,0.000545,2007.0
KRW,28,Feb,0.000545,2007.0
KRW,31,Mar,0.000544,2007.0
KRW,30,Apr,0.000540,2007.0
KRW,31,May,0.000543,2007.0
KRW,30,Jun,0.000543,2007.0
KRW,31,Jul,0.000536,2007.0
KRW,31,Aug,0.000532,2007.0
KRW,30,Sep,0.000533,2007.0
KRW,31,Oct,0.000535,2007.0
KRW,30,Nov,0.000527,2007.0
KRW,31,Dec,0.000533,2007.0
KRW,31,Jan,0.000539,2008.0
KRW,29,Feb,0.000539,2008.0
KRW,31,Mar,0.000509,2008.0
KRW,30,Apr,0.000511,2008.0
KRW,31,May,0.000491,2008.0
KRW,30,Jun,0.000492,2008.0
KRW,31,Jul,0.000494,2008.0
KRW,31,Aug,0.000506,2008.0
KRW,30,Sep,0.000490,2008.0
KRW,31,Oct,0.000451,2008.0
KRW,30,Nov,0.000466,2008.0
KRW,31,Dec,0.000494,2008.0
KRW,31,Jan,0.000511,2009.0
KRW,28,Feb,0.000482,2009.0
KRW,31,Mar,0.000486,2009.0
KRW,30,Apr,0.000510,2009.0
KRW,31,May,0.000516,2009.0
KRW,30,Jun,0.000483,2009.0
KRW,31,Jul,0.000484,2009.0
KRW,31,Aug,0.000488,2009.0
KRW,30,Sep,0.000505,2009.0
KRW,31,Oct,0.000526,2009.0
KRW,30,Nov,0.000518,2009.0
KRW,31,Dec,0.000529,2009.0
KRW,31,Jan,0.000543,2010.0
KRW,28,Feb,0.000555,2010.0
KRW,31,Mar,0.000584,2010.0
KRW,30,Apr,0.000585,2010.0
KRW,31,May,0.000586,2010.0
KRW,30,Jun,0.000558,2010.0
KRW,31,Jul,0.000543,2010.0
KRW,31,Aug,0.000541,2010.0
KRW,30,Sep,0.000552,2010.0
KRW,31,Oct,0.000561,2010.0
KRW,30,Nov,0.000554,2010.0
KRW,31,Dec,0.000560,2010.0
AUD,31,Jan,0.424474,2006.0
AUD,28,Feb,0.424138,2006.0
AUD,31,Mar,0.416723,2006.0
AUD,30,Apr,0.416289,2006.0
AUD,31,May,0.408701,2006.0
AUD,30,Jun,0.401520,2006.0
AUD,31,Jul,0.407539,2006.0
AUD,31,Aug,0.402820,2006.0
AUD,30,Sep,0.400654,2006.0
AUD,31,Oct,0.401836,2006.0
AUD,30,Nov,0.403972,2006.0
AUD,31,Dec,0.400733,2006.0
AUD,31,Jan,0.399493,2007.0
AUD,28,Feb,0.399770,2007.0
AUD,31,Mar,0.407232,2007.0
AUD,30,Apr,0.416128,2007.0
AUD,31,May,0.415762,2007.0
AUD,30,Jun,0.424180,2007.0
AUD,31,Jul,0.426061,2007.0
AUD,31,Aug,0.411710,2007.0
AUD,30,Sep,0.418829,2007.0
AUD,31,Oct,0.440239,2007.0
AUD,30,Nov,0.432991,2007.0
AUD,31,Dec,0.432832,2007.0
AUD,31,Jan,0.447360,2008.0
AUD,29,Feb,0.464185,2008.0
AUD,31,Mar,0.461151,2008.0
AUD,30,Apr,0.469013,2008.0
AUD,31,May,0.482805,2008.0
AUD,30,Jun,0.483592,2008.0
AUD,31,Jul,0.484099,2008.0
AUD,31,Aug,0.467356,2008.0
AUD,30,Sep,0.454977,2008.0
AUD,31,Oct,0.404124,2008.0
AUD,30,Nov,0.428300,2008.0
AUD,31,Dec,0.451951,2008.0
AUD,31,Jan,0.467366,2009.0
AUD,28,Feb,0.450848,2009.0
AUD,31,Mar,0.469439,2009.0
AUD,30,Apr,0.486780,2009.0
AUD,31,May,0.495529,2009.0
AUD,30,Jun,0.490833,2009.0
AUD,31,Jul,0.490872,2009.0
AUD,31,Aug,0.505282,2009.0
AUD,30,Sep,0.527748,2009.0
AUD,31,Oct,0.559592,2009.0
AUD,30,Nov,0.554162,2009.0
AUD,31,Dec,0.555695,2009.0
AUD,31,Jan,0.563735,2010.0
AUD,28,Feb,0.568576,2010.0
AUD,31,Mar,0.605501,2010.0
AUD,30,Apr,0.604201,2010.0
AUD,31,May,0.593337,2010.0
AUD,30,Jun,0.578693,2010.0
AUD,31,Jul,0.572461,2010.0
AUD,31,Aug,0.575190,2010.0
AUD,30,Sep,0.602028,2010.0
AUD,31,Oct,0.618554,2010.0
AUD,30,Nov,0.619204,2010.0
AUD,31,Dec,0.637154,2010.0
AUD,31,Jan,0.631485,2011.0
AUD,28,Feb,0.625937,2011.0
AUD,31,Mar,0.625970,2011.0
AUD,30,Apr,0.646773,2011.0
AUD,31,May,0.653385,2011.0
AUD,30,Jun,0.654424,2011.0
AUD,31,Jul,0.667026,2011.0
AUD,31,Aug,0.640968,2011.0
AUD,30,Sep,0.648702,2011.0
AUD,31,Oct,0.643505,2011.0
AUD,30,Nov,0.638538,2011.0
AUD,31,Dec,0.649635,2011.0
AUD,31,Jan,0.670260,2012.0
AUD,29,Feb,0.678587,2012.0
AUD,31,Mar,0.665807,2012.0
AUD,30,Apr,0.647139,2012.0
AUD,31,May,0.626225,2012.0
AUD,30,Jun,0.641618,2012.0
AUD,31,Jul,0.660480,2012.0
AUD,31,Aug,0.666654,2012.0
AUD,30,Sep,0.645958,2012.0
AUD,31,Oct,0.640056,2012.0
AUD,30,Nov,0.651484,2012.0
AUD,31,Dec,0.648169,2012.0
AUD,31,Jan,0.657260,2013.0
AUD,28,Feb,0.666014,2013.0
AUD,31,Mar,0.685508,2013.0
AUD,30,Apr,0.677644,2013.0
AUD,31,May,0.647862,2013.0
AUD,30,Jun,0.609338,2013.0
AUD,31,Jul,0.603320,2013.0
AUD,31,Aug,0.583207,2013.0
AUD,30,Sep,0.584505,2013.0
AUD,31,Oct,0.591800,2013.0
AUD,30,Nov,0.578209,2013.0
AUD,31,Dec,0.548220,2013.0
AUD,31,Jan,0.537755,2014.0
AUD,28,Feb,0.541200,2014.0
AUD,31,Mar,0.546049,2014.0
AUD,30,Apr,0.556429,2014.0
AUD,31,May,0.552410,2014.0
AUD,30,Jun,0.553828,2014.0
AUD,31,Jul,0.549764,2014.0
AUD,31,Aug,0.557580,2014.0
AUD,30,Sep,0.554827,2014.0
AUD,31,Oct,0.545493,2014.0
AUD,30,Nov,0.548552,2014.0
AUD,31,Dec,0.526763,2014.0
AUD,31,Jan,0.532509,2015.0
AUD,28,Feb,0.508654,2015.0
AUD,31,Mar,0.516533,2015.0
AUD,30,Apr,0.517281,2015.0
AUD,31,May,0.510081,2015.0
AUD,30,Jun,0.494745,2015.0
AUD,31,Jul,0.476193,2015.0
AUD,31,Aug,0.468802,2015.0
AUD,30,Sep,0.459945,2015.0
AUD,31,Oct,0.469833,2015.0
AUD,30,Nov,0.470704,2015.0
AUD,31,Dec,0.483521,2015.0
AUD,31,Jan,0.487669,2016.0
AUD,29,Feb,0.498494,2016.0
AUD,31,Mar,0.526549,2016.0
AUD,30,Apr,0.535601,2016.0
AUD,31,May,0.503187,2016.0
AUD,30,Jun,0.521786,2016.0
AUD,31,Jul,0.573041,2016.0
AUD,31,Aug,0.582587,2016.0
AUD,30,Sep,0.576867,2016.0
AUD,31,Oct,0.616521,2016.0
AUD,4,Nov,0.619253,2016.0
NZD,31,Jan,0.389040,2006.0
NZD,28,Feb,0.385127,2006.0
NZD,31,Mar,0.363743,2006.0
NZD,30,Apr,0.351843,2006.0
NZD,31,May,0.337649,2006.0
NZD,30,Jun,0.335819,2006.0
NZD,31,Jul,0.334027,2006.0
NZD,31,Aug,0.334948,2006.0
NZD,30,Sep,0.347094,2006.0
NZD,31,Oct,0.352468,2006.0
NZD,30,Nov,0.349793,2006.0
NZD,31,Dec,0.353368,2006.0
NZD,31,Jan,0.354480,2007.0
NZD,28,Feb,0.353888,2007.0
NZD,31,Mar,0.359045,2007.0
NZD,30,Apr,0.369391,2007.0
NZD,31,May,0.369261,2007.0
NZD,30,Jun,0.381327,2007.0
NZD,31,Jul,0.385884,2007.0
NZD,31,Aug,0.360891,2007.0
NZD,30,Sep,0.355719,2007.0
NZD,31,Oct,0.372175,2007.0
NZD,30,Nov,0.367987,2007.0
NZD,31,Dec,0.381549,2007.0
NZD,31,Jan,0.391884,2008.0
NZD,29,Feb,0.405496,2008.0
NZD,31,Mar,0.399671,2008.0
NZD,30,Apr,0.397903,2008.0
NZD,31,May,0.395584,2008.0
NZD,30,Jun,0.386982,2008.0
NZD,31,Jul,0.379654,2008.0
NZD,31,Aug,0.376090,2008.0
NZD,30,Sep,0.374823,2008.0
NZD,31,Oct,0.358521,2008.0
NZD,30,Nov,0.367774,2008.0
NZD,31,Dec,0.376206,2008.0
NZD,31,Jan,0.381158,2009.0
NZD,28,Feb,0.357438,2009.0
NZD,31,Mar,0.375335,2009.0
NZD,30,Apr,0.389617,2009.0
NZD,31,May,0.389530,2009.0
NZD,30,Jun,0.390263,2009.0
NZD,31,Jul,0.393246,2009.0
NZD,31,Aug,0.408387,2009.0
NZD,30,Sep,0.430695,2009.0
NZD,31,Oct,0.456030,2009.0
NZD,30,Nov,0.439319,2009.0
NZD,31,Dec,0.441532,2009.0
NZD,31,Jan,0.449017,2010.0
NZD,28,Feb,0.447132,2010.0
NZD,31,Mar,0.466964,2010.0
NZD,30,Apr,0.464528,2010.0
NZD,31,May,0.475738,2010.0
NZD,30,Jun,0.469707,2010.0
NZD,31,Jul,0.465703,2010.0
NZD,31,Aug,0.456625,2010.0
NZD,30,Sep,0.467488,2010.0
NZD,31,Oct,0.473917,2010.0
NZD,30,Nov,0.483926,2010.0
NZD,31,Dec,0.481600,2010.0
NZD,31,Jan,0.485655,2011.0
NZD,28,Feb,0.472161,2011.0
NZD,31,Mar,0.459109,2011.0
NZD,30,Apr,0.481996,2011.0
NZD,31,May,0.487755,2011.0
NZD,30,Jun,0.502979,2011.0
NZD,31,Jul,0.524406,2011.0
NZD,31,Aug,0.511334,2011.0
NZD,30,Sep,0.514927,2011.0
NZD,31,Oct,0.501230,2011.0
NZD,30,Nov,0.486786,2011.0
NZD,31,Dec,0.494327,2011.0
NZD,31,Jan,0.515212,2012.0
NZD,29,Feb,0.527858,2012.0
NZD,31,Mar,0.518658,2012.0
NZD,30,Apr,0.511606,2012.0
NZD,31,May,0.485867,2012.0
NZD,30,Jun,0.501301,2012.0
NZD,31,Jul,0.512448,2012.0
NZD,31,Aug,0.515955,2012.0
NZD,30,Sep,0.508634,2012.0
NZD,31,Oct,0.509676,2012.0
NZD,30,Nov,0.513107,2012.0
NZD,31,Dec,0.514488,2012.0
AED,31,Jan,0.154170,2006.0
AED,28,Feb,0.155776,2006.0
AED,31,Mar,0.156120,2006.0
AED,30,Apr,0.153978,2006.0
AED,31,May,0.145711,2006.0
AED,30,Jun,0.147630,2006.0
AED,31,Jul,0.147440,2006.0
AED,31,Aug,0.143798,2006.0
AED,30,Sep,0.144299,2006.0
AED,31,Oct,0.145156,2006.0
AED,30,Nov,0.142442,2006.0
AED,31,Dec,0.138752,2006.0
AED,31,Jan,0.139059,2007.0
AED,28,Feb,0.139061,2007.0
AED,31,Mar,0.139845,2007.0
AED,30,Apr,0.137015,2007.0
AED,31,May,0.137259,2007.0
AED,30,Jun,0.137129,2007.0
AED,31,Jul,0.133932,2007.0
AED,31,Aug,0.135349,2007.0
AED,30,Sep,0.134851,2007.0
AED,31,Oct,0.133209,2007.0
AED,30,Nov,0.131651,2007.0
AED,31,Dec,0.135195,2007.0
AED,31,Jan,0.138293,2008.0
AED,29,Feb,0.138734,2008.0
AED,31,Mar,0.136098,2008.0
AED,30,Apr,0.137331,2008.0
AED,31,May,0.138498,2008.0
AED,30,Jun,0.138352,2008.0
AED,31,Jul,0.136881,2008.0
AED,31,Aug,0.144431,2008.0
AED,30,Sep,0.151291,2008.0
AED,31,Oct,0.161178,2008.0
AED,30,Nov,0.177542,2008.0
AED,31,Dec,0.183565,2008.0
AED,31,Jan,0.188171,2009.0
AED,28,Feb,0.188653,2009.0
AED,31,Mar,0.192027,2009.0
AED,30,Apr,0.184924,2009.0
AED,31,May,0.176491,2009.0
AED,30,Jun,0.166453,2009.0
AED,31,Jul,0.166449,2009.0
AED,31,Aug,0.164686,2009.0
AED,30,Sep,0.166814,2009.0
AED,31,Oct,0.168197,2009.0
AED,30,Nov,0.164163,2009.0
AED,31,Dec,0.167988,2009.0
AED,31,Jan,0.168641,2010.0
AED,28,Feb,0.174692,2010.0
AED,31,Mar,0.180817,2010.0
AED,30,Apr,0.177620,2010.0
AED,31,May,0.185582,2010.0
AED,30,Jun,0.184557,2010.0
AED,31,Jul,0.178061,2010.0
AED,31,Aug,0.173919,2010.0
AED,30,Sep,0.174819,2010.0
AED,31,Oct,0.171507,2010.0
AED,30,Nov,0.170623,2010.0
AED,31,Dec,0.174526,2010.0
AED,31,Jan,0.172536,2011.0
AED,28,Feb,0.168850,2011.0
AED,31,Mar,0.168513,2011.0
AED,30,Apr,0.166265,2011.0
AED,31,May,0.166574,2011.0
AED,30,Jun,0.167935,2011.0
AED,31,Jul,0.168396,2011.0
AED,31,Aug,0.166452,2011.0
AED,30,Sep,0.172359,2011.0
AED,31,Oct,0.172595,2011.0
AED,30,Nov,0.172229,2011.0
AED,31,Dec,0.174653,2011.0
AED,31,Jan,0.175532,2012.0
AED,29,Feb,0.172210,2012.0
AED,31,Mar,0.172051,2012.0
AED,30,Apr,0.170093,2012.0
AED,31,May,0.171084,2012.0
AED,30,Jun,0.175041,2012.0
AED,31,Jul,0.174524,2012.0
AED,31,Aug,0.173211,2012.0
AED,30,Sep,0.169033,2012.0
AED,31,Oct,0.169353,2012.0
AED,30,Nov,0.170576,2012.0
AED,31,Dec,0.168780,2012.0
AED,31,Jan,0.170531,2013.0
AED,28,Feb,0.175762,2013.0
AED,31,Mar,0.180442,2013.0
AED,30,Apr,0.177818,2013.0
AED,31,May,0.178044,2013.0
AED,30,Jun,0.176043,2013.0
AED,31,Jul,0.179481,2013.0
AED,31,Aug,0.175624,2013.0
AED,30,Sep,0.171616,2013.0
AED,31,Oct,0.169231,2013.0
AED,30,Nov,0.169076,2013.0
AED,31,Dec,0.166262,2013.0
AED,31,Jan,0.165360,2014.0
AED,28,Feb,0.164414,2014.0
AED,31,Mar,0.163706,2014.0
AED,30,Apr,0.162626,2014.0
AED,31,May,0.161673,2014.0
AED,30,Jun,0.160956,2014.0
AED,31,Jul,0.159464,2014.0
AED,31,Aug,0.163058,2014.0
AED,30,Sep,0.167052,2014.0
AED,31,Oct,0.169437,2014.0
AED,30,Nov,0.172646,2014.0
AED,31,Dec,0.174170,2014.0
AED,31,Jan,0.179628,2015.0
AED,28,Feb,0.177628,2015.0
AED,31,Mar,0.182049,2015.0
AED,30,Apr,0.182081,2015.0
AED,31,May,0.176311,2015.0
AED,30,Jun,0.174735,2015.0
AED,31,Jul,0.175002,2015.0
AED,31,Aug,0.174833,2015.0
AED,30,Sep,0.177589,2015.0
AED,31,Oct,0.177523,2015.0
AED,30,Nov,0.179339,2015.0
AED,31,Dec,0.181707,2015.0
AED,31,Jan,0.189047,2016.0
AED,29,Feb,0.190394,2016.0
AED,31,Mar,0.190921,2016.0
AED,30,Apr,0.190313,2016.0
AED,31,May,0.187517,2016.0
AED,30,Jun,0.191943,2016.0
AED,31,Jul,0.207128,2016.0
AED,31,Aug,0.208019,2016.0
AED,30,Sep,0.207169,2016.0
AED,31,Oct,0.220436,2016.0
AED,4,Nov,0.219883,2016.0
SAR,31,Jan,0.150980,2006.0
SAR,28,Feb,0.152569,2006.0
SAR,31,Mar,0.152887,2006.0
SAR,30,Apr,0.150863,2006.0
SAR,31,May,0.142717,2006.0
SAR,30,Jun,0.144555,2006.0
SAR,31,Jul,0.144394,2006.0
SAR,31,Aug,0.140830,2006.0
SAR,30,Sep,0.141387,2006.0
SAR,31,Oct,0.142198,2006.0
SAR,30,Nov,0.139501,2006.0
SAR,31,Dec,0.135872,2006.0
SAR,31,Jan,0.136171,2007.0
SAR,28,Feb,0.136179,2007.0
SAR,31,Mar,0.136951,2007.0
SAR,30,Apr,0.134192,2007.0
SAR,31,May,0.134404,2007.0
SAR,30,Jun,0.134287,2007.0
SAR,31,Jul,0.131164,2007.0
SAR,31,Aug,0.132551,2007.0
SAR,30,Sep,0.132175,2007.0
SAR,31,Oct,0.130834,2007.0
SAR,30,Nov,0.129492,2007.0
SAR,31,Dec,0.132925,2007.0
